dialog_id,turn,speaker,text,emotion,cause_turn,cause_span,cause_type,explanation
tr_143,7,A,that's true. I'm wondering did you learn anything from the job?,neutral,,,,
tr_143,8,B,of course. There's always much to learn. I got to know more about the real world.,neutral,,,,
tr_143,9,A,"you mean you got working experience, right?",neutral,,,,
tr_143,10,B,not just working experience. I would say the biggest lesson I learned is how to deal with people from all walks of life.,neutral,,,,
tr_143,11,A,it must be very demanding.,neutral,,,,
tr_143,12,B,"sometimes it is. But after working for a few weeks, it's easy to figure out.",neutral,,,,
tr_143,13,A,really? It sounds interesting.,happy,"[8, 10, 12, 13]","[""There's always much to learn. I got to know more about the real world."", 'not just working experience. I would say the biggest lesson I learned is how to deal with people from all walks of life.', ""after working for a few weeks , it's easy to figure out."", 'It sounds interesting.']","['no-context', 'inter-personal']",
tr_143,14,B,maybe you can come to the bar one day and I'll show you around.,neutral,,,,
tr_143,15,A,great. I'm looking forward to it.,happy,[14],"[""maybe you can come to the bar one day and I'll show you around.""]",['inter-personal'],
tr_2271,1,A,"The summers are so great here! Not hot at all. I love the cooling breezes, the clear air, all the greenery.",happy,[1],"['The summers are so great here! Not hot at all. I love the cooling breezes , the clear air , all the greenery.']",['no-context'],
tr_2271,2,B,This really has been a wonderful holiday for us. Shall we take a walk around the pond or into those woods for a while?,happy,[2],['This really has been a wonderful holiday for us.'],['no-context'],
tr_2271,3,A,Let's do both! Are we in a rush or anything,happy,"[1, 2, 3]","['The summers are so great here! Not hot at all. I love the cooling breezes , the clear air , all the greenery.', 'we take a walk around the pond or into those woods', ""Let's do both!""]","['no-context', 'hybrid']",
tr_2271,4,B,"No, not really. I had thought we'd stay in Hamburg tonight, but we can't unless we rush it. Let's stay in Bremen instead. Tomorrow we can have lunch in Hamburg, then check into a hostel in Copenhagen and have dinner there.",neutral,,,,
tr_2271,5,A,"Sounds fine to me. Whatever, let's enjoy this pond first.",happy,[5],"[""let's enjoy this pond first.""]",['no-context'],
tr_2271,6,B,"Sure. We can walk around to that path that leads into the woods there. Hey, look! There are some wild ducks over there in the reeds.",happy,[6],['look! There are some wild ducks over there in the reeds.'],['no-context'],
tr_2271,7,A,I see them! Wow! How do you know they're wild?,happy,[6],['look! There are some wild ducks over there in the reeds.'],['inter-personal'],
tr_2271,8,B,"I used to go hunting with my uncle, that's how.",happy,[6],['look! There are some wild ducks over there in the reeds.'],['self-contagion'],
tr_2271,9,A,They're neat. Now Let's take that path into the woods and see what we can see...,happy,"[6, 9]","['look! There are some wild ducks over there in the reeds.', ""They're neat.""]","['no-context', 'inter-personal']",
tr_4194,1,A,It's almost Christmas. What are you doing this weekend?,neutral,,,,
tr_4194,2,B,"Nothing special, just working. Why do you ask?",neutral,,,,
tr_4194,3,A,"Well, I still haven't finished my Christmas shopping. Do you want to go shopping with me this weekend?",neutral,,,,
tr_4194,4,B,"I'd like to, but I'm not sure if I can. Work has been really busy lately. Why don't we go on Friday instead?",neutral,,,,
tr_4194,5,A,Friday's not good. I think the stores will be very crowded and I have to work.,neutral,,,,
tr_4194,6,B,"OK, then let's try to go this weekend. I should know if I can go by Friday. Is it OK if I call you then?",happy,[3],['go shopping with me this weekend'],['inter-personal'],
tr_4194,7,A,"Yeah, that's fine.",happy,"[3, 6]","['go shopping with me this weekend', 'I should know if I can go by Friday.']",['hybrid'],
tr_4194,8,B,What's your number?,happy,[3],['go shopping with me this weekend'],['inter-personal'],
tr_4194,9,A,233-331-8828. Let me give you my email address too. It's Tom861@gmail. com,happy,[3],['go shopping with me this weekend'],['self-contagion'],
tr_4194,10,B,"OK, I'll talk to you soon.",happy,[3],['go shopping with me this weekend'],['inter-personal'],speaker and listener are happy about christmas shopping
tr_4194,11,A,OK.,happy,[3],['go shopping with me this weekend'],['self-contagion'],
tr_487,1,A,Hey Jane. How are you doing these days?,neutral,,,,
tr_487,2,B,Hi Martha. Everything is perfect.,happy,[2],['Everything is perfect.'],['no-context'],
tr_487,3,A,Are you enjoying married life?,neutral,,,,
tr_487,4,B,It couldn't be better. My husband is so supportive with my work and he helps around the house so much.,happy,[4],"[""It couldn't be better. My husband is so supportive with my work and he helps around the house so much.""]",['no-context'],
tr_487,5,A,You're so lucky. I hope to get married to a guy like that.,happy,[4],"[""It couldn't be better. My husband is so supportive with my work and he helps around the house so much.""]",['inter-personal'],
tr_487,6,B,"I'm so happy. Even though we are both working, we get to spend a lot of time with each other in the evening and on the weekends.",happy,"[4, 6]","[""It couldn't be better. My husband is so supportive with my work and he helps around the house so much."", 'Even though we are both working , we get to spend a lot of time with each other in the evening and on the weekends.']","['no-context', 'self-contagion']",
tr_487,7,A,Do you guys do anything special?,happy,[6],"[""I'm so happy. Even though we are both working , we get to spend a lot of time with each other in the evening and on the weekends.""]",['inter-personal'],
tr_487,8,B,"In the evening, we just sit and talk over dinner. But on the weekend, we try to go out to the beach or hit a nice restaurant, or go to a nice cafe.",happy,"[4, 6, 8]","[""It couldn't be better. My husband is so supportive with my work and he helps around the house so much."", 'Even though we are both working , we get to spend a lot of time with each other in the evening and on the weekends.', 'In the evening , we just sit and talk over dinner. But on the weekend , we try to go out to the beach or hit a nice restaurant , or go to a nice cafe.']","['no-context', 'self-contagion']",
tr_487,9,A,Sound like everything is great.,happy,"[6, 8]","['Even though we are both working , we get to spend a lot of time with each other in the evening and on the weekends.', 'In the evening , we just sit and talk over dinner. But on the weekend , we try to go out to the beach or hit a nice restaurant , or go to a nice cafe.']",['inter-personal'],
tr_4161,1,A,Thank you so much for coming tonight. Everybody really enjoyed your performance.,happy,[1],['Thank you so much for coming tonight. Everybody really enjoyed your performance.'],['no-context'],
tr_4161,2,B,I'm glad I could help.,happy,"[1, 2]","['Thank you so much for coming tonight. Everybody really enjoyed your performance.', ""I'm glad I could help.""]","['no-context', 'inter-personal']",
tr_4161,3,A,Here's the check. I included a little extra for you.,happy,[1],['Thank you so much for coming tonight. Everybody really enjoyed your performance.'],['self-contagion'],
tr_4161,4,B,You didn't have to do that!,surprise,[3],['I included a little extra for you.'],['inter-personal'],
tr_4161,5,A,"I know, but you deserve it.",happy,[1],['Thank you so much for coming tonight. Everybody really enjoyed your performance.'],['self-contagion'],
tr_4659,1,A,Good evening. Welcome to our program.,happy,"['b', 1]","['b', 'Welcome to our program.']","['latent', 'no-context']",Person A is happy because he got a new participant in their program
tr_4659,2,B,"Thank you. Good evening, Mr. Dean.",happy,[1],['Welcome to our program.'],['inter-personal'],
tr_4659,3,A,"Would you tell us your name, please?",neutral,,,,
tr_4659,4,B,I'm Helen Baker.,neutral,,,,
tr_4659,5,A,"Glad to meet you, Ms. Baker.",happy,"['b', 1, 4]","['b', 'Welcome to our program.', ""I'm Helen Baker.""]","['latent', 'hybrid']",
tr_4659,6,B,"Glad to meet you, too.",happy,[5],"['Glad to meet you , Ms. Baker.']",['inter-personal'],
tr_4659,7,A,"Where are you from, Ms. Baker?",neutral,,,,
tr_4659,8,B,I'm from New Zealand.,neutral,,,,
tr_4659,9,A,What do you do for a living?,neutral,,,,
tr_4659,10,B,I'm a teacher.,neutral,,,,
tr_4659,11,A,"Thank you for coming, Ms. baker.",happy,"['b', 1]","['b', 'Welcome to our program.']","['latent', 'self-contagion']",
tr_3777,1,A,"Paul, what kind of music do you like to listen to?",happy,['b'],['b'],['latent'],
tr_3777,2,B,"All kinds, but mostly Pop, rock and classical. Why?",happy,[1],"['Paul , what kind of music do you like to listen to?']",['inter-personal'],
tr_3777,3,A,I have tickets to a show. Do you want to go with me?,happy,[2],"['All kinds , but mostly Pop , rock and classical.']",['inter-personal'],
tr_3777,4,B,What kind of music is it?,happy,[3],['I have tickets to a show. Do you want to go with me?'],['inter-personal'],
tr_3777,5,A,Pop. It's Maria Carey.,happy,[5],"[""Pop. It's Maria Carey.""]",['no-context'],
tr_3777,6,B,When is it?,happy,[5],"[""Pop. It's Maria Carey.""]",['inter-personal'],
tr_3777,7,A,At 8P M tomorrow night.,happy,[6],['When is it?'],['inter-personal'],
tr_3777,8,B,"Yeah, I'd like to go. Do you think we should have dinner first?",happy,[7],['At 8P M tomorrow night.'],['inter-personal'],
tr_3777,9,A,"Yes, that's a good idea.",happy,[8],"[""Yeah , I'd like to go. Do you think we should have dinner first?""]",['inter-personal'],
tr_3777,10,B,Let's eat at the restaurant across the street from my apartment.,happy,[9],"[""Yes , that's a good idea.""]",['inter-personal'],
tr_3777,11,A,"Oh, I think I know the place you mean. We ate there last month, right?",happy,"[10, 11]","[""Let's eat at the restaurant across the street from my apartment."", 'Oh , I think I know the place you mean. We ate there last month , right?']","['no-context', 'inter-personal']",
tr_3777,12,B,"Yes, that's right. You have a good memory.",happy,[11],"['I think I know the place you mean. We ate there last month , right?']",['inter-personal'],
tr_4053,1,A,I passed history test.,happy,[1],['I passed'],['no-context'],
tr_4053,2,B,Really? That's marvelous!,surprise,[1],['I passed'],['inter-personal'],
tr_4053,3,A,And then you're old man won't be beaten this time.,happy,[1],['I passed'],['self-contagion'],
tr_4053,4,B,I'Ve made up my mind not to be beaten again.,happy,"[1, 3, 4]","['I passed', ""you're old man won't be beaten"", 'not to be beaten again.']","['no-context', 'inter-personal']",
tr_2980,1,A,We'd like to invite you over for dinner this Friday evening. Can you come?,happy,[1],['invite you over for dinner'],['no-context'],
tr_2980,2,B,This Friday evening?,happy,[1],['invite you over for dinner'],['inter-personal'],
tr_2980,3,A,Yes. We hope you'll be able to join us.,happy,[1],['invite you over for dinner'],['self-contagion'],
tr_2980,4,B,Thank you for the invitation. I'll be very happy to go.,happy,[1],['invite you over for dinner'],['inter-personal'],
tr_2980,5,A,Good!,happy,[4],"[""I'll be very happy to go.""]",['inter-personal'],
tr_2980,6,B,What time should I arrive?,happy,[1],['invite you over for dinner'],['inter-personal'],
tr_2980,7,A,How about 6:00?,happy,[4],"[""I'll be very happy to go.""]",['inter-personal'],
tr_2980,8,B,Fine. See you then.,happy,[1],['invite you over for dinner'],['inter-personal'],
tr_188,1,A,This is a nice set of wheels. How much did the dealer charge you for this?,happy,"['b', 1]","['b', 'This is a nice set of wheels.']","['latent', 'no-context']",Appreciation
tr_188,2,B,"A lot. I probably got to moonlight for the rest of my life, but so what, it's worth it. Come on, get in. Let's take a drive.",happy,"[1, 2]","['This is a nice set of wheels.', ""it's worth it. Come on , get in. Let's take a drive.""]","['no-context', 'inter-personal']",
tr_188,3,A,"Okay then, let's go fast! Whoa! This thing can really accelerate fast.",happy,"['b', 3]","['b', 'Whoa! This thing can really accelerate fast.']","['latent', 'no-context']",Appreciation
tr_188,4,B,Check out what happens when I put on the brakes suddenly. It can stop quickly.,happy,"[2, 4]","[""it's worth it. Come on , get in. Let's take a drive."", 'when I put on the brakes suddenly. It can stop quickly.']","['no-context', 'self-contagion']",
tr_188,5,A,"Hey, just watch out for cops or you're gonna end up in the slammer. You know you tend to go fast?",neutral,,,,
tr_188,6,B,"Yes, I know it. I went through my last set of tires fast. I even had three flat tires in two weeks.",neutral,,,,
tr_188,7,A,Now watch... some guys probably run a light and hit your car.,neutral,,,,
tr_188,8,B,"Cut out, would you?",neutral,,,,
tr_6536,1,A,I'd like to take this opportunity to thank you for everything you did for me.,happy,[1],['thank you'],['no-context'],
tr_6536,2,B,It's my pleasure. I enjoyed working with you.,happy,"[1, 2, 2]","['thank you', 'my pleasure.', 'I enjoyed working']","['no-context', 'inter-personal']",
tr_6536,3,A,I wouldn't be able to make it without your help.,happy,"[1, 2]","['thank you', 'I enjoyed working with you.']",['hybrid'],
tr_6536,4,B,Then keep up the good work.,happy,"[1, 2, 2, 3]","['thank you', 'my pleasure.', 'I enjoyed working', ""I wouldn't be able to make it without your help.""]",['hybrid'],
tr_3842,1,A,I want to say goodbye to everyone.,neutral,,,,
tr_3842,2,B,You're leaving so soon. When are you off?,neutral,,,,
tr_3842,3,A,I'm catching the nine fifteen train tomorrow morning.,neutral,,,,
tr_3842,4,B,how about I come and see you off?,happy,[4],['how about I come and see you off?'],['no-context'],
tr_3842,5,A,You really don't need to.,happy,[4],['how about I come and see you off?'],['inter-personal'],
tr_3842,6,B,Ok. I'll miss you. I hope we can see each other again soon.,happy,"[4, 5, 6]","['how about I come and see you off?', ""You really don't need to."", 'I hope we can see each other again soon.']","['no-context', 'hybrid']",
tr_3842,7,A,"I hope so, too. Thank you, Lily. Thank you for everything.",happy,"[4, 6]","['how about I come and see you off?', ""I'll miss you. I hope we can see each other again soon.""]",['inter-personal'],
tr_3842,8,B,You're welcome.,happy,"[4, 5, 6, 7]","['how about I come and see you off?', ""You really don't need to."", 'I hope we can see each other again soon.', 'Thank you for everything.']",['hybrid'],
tr_3842,9,A,Please say goodbye to the rest of the family for me.,happy,"[4, 6]","['how about I come and see you off?', ""I'll miss you. I hope we can see each other again soon.""]",['inter-personal'],
tr_3842,10,B,Ok. Take care. I hope you have a good journey.,happy,"[4, 5, 6, 9, 10]","['how about I come and see you off?', ""You really don't need to."", 'I hope we can see each other again soon.', 'say goodbye to the rest of the family', 'have a good journey.']","['no-context', 'hybrid']",
tr_3842,11,A,Thank you. Remember to look me up if you're ever in Washington.,happy,"[4, 6, 10]","['how about I come and see you off?', ""I'll miss you. I hope we can see each other again soon."", 'have a good journey.']",['inter-personal'],
tr_3842,12,B,Of course. I will.,happy,"[4, 5, 6, 9, 10, 11]","['how about I come and see you off?', ""You really don't need to."", 'I hope we can see each other again soon.', 'say goodbye to the rest of the family', 'have a good journey.', ""look me up if you're ever in Washington.""]",['hybrid'],
tr_3842,13,A,"Goodbye, then. Thanks again for everything.",happy,"[4, 6, 13]","['how about I come and see you off?', ""I'll miss you. I hope we can see each other again soon."", 'Thanks again for everything.']","['no-context', 'inter-personal']",
tr_1130,1,A,"Hi, Jenny. You look like you are in a hurry to somewhere. Where are you going?",neutral,,,,
tr_1130,2,B,I am going to the bank. I need to cash some checks.,neutral,,,,
tr_1130,3,A,That's great. We can go to the bank together.,happy,[3],['We can go to the bank together.'],['no-context'],
tr_1130,4,B,Why are you going there?,neutral,,,,
tr_1130,5,A,I will go to Japan on business for 5 days next Tuesday. I want to exchange some Japanese yen.,neutral,,,,
tr_1130,6,B,I see. Will you bring a lot of money with you?,neutral,,,,
tr_1130,7,A,Not really. I plan to bring some cash and withdraw money at the ATM in Japan.,neutral,,,,
tr_1130,8,B,Do you have the bank card in Japan?,neutral,,,,
tr_1130,9,A,Nope. You can use the credit card to withdraw the money in foreign countries.,neutral,,,,
tr_1130,10,B,That sounds really convenient. Do you pay extra money to enjoy this service?,happy,[9],['You can use the credit card to withdraw the money in foreign countries.'],['inter-personal'],
tr_1130,11,A,No. It is free of charge.,neutral,,,,
tr_1130,12,B,Great! I will apply for a credit card when I go to the bank later.,happy,"[10, 11]","['Do you pay extra money to enjoy this service?', 'It is free of charge.']",['hybrid'],
tr_1130,13,A,I think we are running out of time. The bank is going to close soon.,neutral,,,,
tr_2892,1,A,"David, why didn't you clean the room?",neutral,,,,
tr_2892,2,B,I'm not in the mood.,sad,[2],['not in the mood.'],['no-context'],
tr_2892,3,A,Why are you feeling depressed?,neutral,,,,
tr_2892,4,B,I was told my girlfriend was speaking ill of me. That's a real let-down.,sad,[4],['my girlfriend was speaking ill of me'],['no-context'],
tr_2892,5,A,I don't think she will do such a thing.,neutral,,,,
tr_2892,6,B,But she did and made me disappointed.,sad,"[4, 6]","['my girlfriend was speaking ill of me', 'made me disappointed.']","['no-context', 'self-contagion']",
tr_2892,7,A,"Oh, cheer up. A girlfriend is not everything.",neutral,,,,
tr_2892,8,B,But she means a lot to me.,sad,"[4, 6]","['my girlfriend was speaking ill of me', 'made me disappointed.']",['self-contagion'],
tr_2892,9,A,Then forgive her mistake.,neutral,,,,
tr_2892,10,B,Oh. I just can't forget it.,sad,"[4, 6]","['my girlfriend was speaking ill of me', 'made me disappointed.']",['self-contagion'],
tr_5336,1,A,You are going to be really jealous when you find out where I'm headed for the holidays!,happy,[1],"[""where I'm headed for the holidays!""]",['no-context'],
tr_5336,2,B,don't tell me! I'm sure it's someplace warm and sunny with great beaches!,happy,[2],"[""it's someplace warm and sunny with great beaches!""]",['no-context'],
tr_5336,3,A,You got it! I'm going to spend two fabulous weeks in Hawaii!,happy,"[2, 3]","[""it's someplace warm and sunny with great beaches!"", ""I'm going to spend two fabulous weeks in Hawaii!""]","['no-context', 'inter-personal']",
tr_5336,4,B,You are so lucky! Send me a postcard!,happy,[3],"[""I'm going to spend two fabulous weeks in Hawaii!""]",['inter-personal'],
tr_3899,1,A,Happy New Year!,happy,[1],['Happy New Year!'],['no-context'],
tr_3899,2,B,Thank you! The same to you.,happy,[1],['Happy New Year!'],['inter-personal'],
tr_3899,3,A,Have you got any plans?,happy,[2],['Thank you! The same to you.'],['inter-personal'],
tr_3899,4,B,I've been invited over to a friend's. And you?,happy,[4],"[""I've been invited over to a friend's.""]",['no-context'],
tr_3899,5,A,My roommate's having a party.,happy,[5],"[""My roommate's having a party.""]",['no-context'],
tr_2880,1,A,How's your new car?,neutral,,,,
tr_2880,2,B,Perfect. Couldn't be better!,happy,"['b', 2]","['b', ""Perfect. Couldn't be better!""]","['latent', 'no-context']",
tr_2880,3,A,"You made a good choice, then?",happy,[2],"[""Perfect. Couldn't be better!""]",['inter-personal'],
tr_2880,4,B,It's just what I wanted.,happy,"['b', 2, 4]","['b', ""Perfect. Couldn't be better!"", ""It's just what I wanted.""]","['latent', 'no-context', 'self-contagion']",
tr_2880,5,A,No regrets?,neutral,,,,
tr_2880,6,B,I'm really pleased with it. Thanks.,happy,"['b', 2, 4, 6]","['b', ""Perfect. Couldn't be better!"", ""It's just what I wanted."", ""I'm really pleased with it""]","['latent', 'no-context', 'self-contagion']",
tr_2880,7,A,I'm glad you're so happy.,happy,[6],"[""I'm really pleased with it.""]",['inter-personal'],
tr_2880,8,B,It's super.,happy,"['b', 2, 4, 6]","['b', ""Perfect. Couldn't be better!"", ""It's just what I wanted."", ""I'm really pleased with it""]","['latent', 'self-contagion']",
tr_1,1,B,Can you do push-ups?,neutral,,,,
tr_1,2,A,"Of course I can. It's a piece of cake! Believe it or not, I can do 30 push-ups a minute.",neutral,,,,
tr_1,3,B,Really? I think that's impossible!,surprise,[2],['I can do 30 push-ups a minute.'],['inter-personal'],
tr_1,4,A,You mean 30 push-ups?,neutral,,,,
tr_1,5,B,Yeah!,neutral,,,,
tr_1,6,A,"It's easy. If you do exercise everyday, you can make it, too.",neutral,,,,
tr_2653,1,A,"Hello, John. How are you?",neutral,,,,
tr_2653,2,B,"I'm fine, thanks. And you?",neutral,,,,
tr_2653,3,A,"Very well, thanks. Nice to see you again. I haven't seen you for a long time. What have you been doing lately?",neutral,,,,
tr_2653,4,B,"Oh, nothing much really. And how is everything with you?",neutral,,,,
tr_2653,5,A,"Fine, thanks. I've been busy lately.",neutral,,,,
tr_2653,6,B,What have you been doing?,neutral,,,,
tr_2653,7,A,I've been studying for my exams. My school exams will begin next month.,neutral,,,,
tr_2653,8,B,Really? Good luck for them.,surprise,[7],['My school exams will begin next month.'],['inter-personal'],
tr_2653,9,A,Thanks. And how are your parents?,happy,[8],['Good luck for them.'],['inter-personal'],
tr_2653,10,B,"They're both very well, thanks.",happy,"[9, 10]","['And how are your parents?', ""They're both very well , thanks.""]","['no-context', 'inter-personal']",
tr_2653,11,A,Where are you going now?,neutral,,,,
tr_2653,12,B,I'm going to do some shopping. Why don't you come with me?,happy,[12],"[""I'm going to do some shopping. Why don't you come with me?""]",['no-context'],Assuming asking somone to come along is a cause of happiness from socialization.
tr_2653,13,A,I can't. I have to meet someone.,happy,[12],"[""I'm going to do some shopping. Why don't you come with me?""]",['inter-personal'],
tr_2653,14,B,It's been nice talking to you.,happy,[14],"[""It's been nice talking to you.""]",['no-context'],
tr_2653,15,A,Good-bye. See you again sometime.,happy,[14],"[""It's been nice talking to you.""]",['inter-personal'],
tr_6163,1,A,"Hello, this is 5735647 5.",neutral,,,,
tr_6163,2,B,"Hello, this is John. I wanna speak to Linda, please.",neutral,,,,
tr_6163,3,A,This is Linda.,neutral,,,,
tr_6163,4,B,"Hi, Linda. I want to invite you to a dinner tomorrow evening.",neutral,,,,
tr_6163,5,A,Really? What time and which restaurant?,surprise,[4],['I want to invite you to a dinner tomorrow evening.'],['inter-personal'],
tr_6163,6,B,"At seven thirty pm, Longing Chinese restaurant. And I'll go to your home and pick you up at 7.",neutral,,,,
tr_6163,7,A,"Ok, I'll wait for you at 7pm at home. Anything else?",neutral,,,,
tr_6163,8,B,"No, have a nice day!",happy,[4],['I want to invite you to a dinner tomorrow evening.'],['self-contagion'],
tr_6163,9,A,Thank you. Bye.,neutral,,,,
tr_6163,10,B,See you.,happy,[4],['I want to invite you to a dinner tomorrow evening.'],['self-contagion'],
tr_18,1,B,"Hi, my name is Lean, and I'm from Russia.",neutral,,,,
tr_18,2,A,"Nice to meet you, Lean. My name is Alike. I'm from Japan.",neutral,,,,
tr_18,3,B,To me English is a difficult language.,neutral,,,,
tr_18,4,A,A second language is always difficult.,neutral,,,,
tr_18,5,B,"True, but English is harder than most. It's a crazy language.",neutral,,,,
tr_18,6,A,A crazy language? Why do you say that?,surprise,[5],"[""It's a crazy language.""]",['inter-personal'],
tr_18,7,B,One letter can have several pronunciations and one word can have several meanings.,neutral,,,,
tr_18,8,A,No wonder you say English is a crazy language.,neutral,,,,
tr_221,1,A,Come on in. I am so glad you are here. We have been expecting you.,happy,[1],['you are here. We have been expecting you.'],['no-context'],
tr_221,2,B,Am I late for the party? Looks everyone is already here. Hope I didn't miss something interesting.,neutral,,,,
tr_221,3,A,"No, you are just on time. We haven't really started yet.",neutral,,,,
tr_221,4,B,"Great, here are some flowers for you. I hope you like them. I was not sure if the color will suit your new apartment.",happy,"[2, 3]","[""Hope I didn't miss something interesting."", ""No , you are just on time. We haven't really started yet.""]",['hybrid'],
tr_221,5,A,"Thank you, they're beautiful. You can hang your coat over there. Try this new couch, it is so comfortable. You will love it. Want something to drink, tea, coffee, juice or Cola?",happy,"[4, 5]","['here are some flowers for you.', ""they're beautiful""]","['no-context', 'inter-personal']",
tr_221,6,B,don't bother. I will help myself.,neutral,,,,
tr_221,7,A,Make yourself at home.,neutral,,,,
tr_221,8,B,It is such a nice place.,happy,[8],['such a nice place.'],['no-context'],
tr_221,9,A,"Well, I don't mean to boast but all the designs are done by myself and some colleagues are already trying to copy some of them for their new apartments. Look, they are making photos now of my designed kitchen.",happy,"[8, 9]","['such a nice place.', 'all the designs are done by myself and some colleagues are already trying to copy some of them for their new apartments. Look , they are making photos now of my designed kitchen.']","['no-context', 'inter-personal']",
tr_399,1,A,"David, why don't you clean your room?",neutral,,,,
tr_399,2,B,I am not in the mood.,sad,[2],['I am not in the mood.'],['no-context'],
tr_399,3,A,Why are you feeling depress?,neutral,,,,
tr_399,4,B,I was told my girlfriend was speaking ill of me. It's a real letdown.,sad,[4],"[""I was told my girlfriend was speaking ill of me. It's a real letdown.""]",['no-context'],
tr_399,5,A,I don't think she would do such a thing.,neutral,,,,
tr_399,6,B,But she did and it made me disappointed.,sad,"[4, 6]","[""I was told my girlfriend was speaking ill of me. It's a real letdown."", 'But she did and it made me disappointed.']","['no-context', 'self-contagion']",
tr_399,7,A,"Oh, cheer up! A girlfriend is not everything.",neutral,,,,
tr_399,8,B,But she means a lot to me.,sad,"[4, 6, 8]","[""I was told my girlfriend was speaking ill of me. It's a real letdown."", 'But she did and it made me disappointed.', 'But she means a lot to me.']","['no-context', 'self-contagion']",
tr_399,9,A,Then forgive her mistake.,neutral,,,,
tr_399,10,B,"Oh, I just can't forget it.",sad,[10],"[""I just can't forget it.""]",['no-context'],
tr_4288,1,A,Do I need a visa?,neutral,,,,
tr_4288,2,B,"No, I shouldn't think so. But you must take your passport of course.",neutral,,,,
tr_4288,3,A,"Yes, I know. I must get my traveler's check and some foreign currency.",neutral,,,,
tr_4288,4,B,"Yes, you need the traveler's check but you needn't get any foreign currency. You can have my US Dollars, I don't need them.",neutral,,,,
tr_4288,5,A,"Really? That's very good of you, Helen. But I must get a new suitcase, my old one needs repairing.",surprise,[4],['You can have my US Dollars'],['inter-personal'],
tr_4288,6,B,You needn't buy one. You can have mine.,happy,[5],"[""That's very good of you , Helen""]",['inter-personal'],
tr_4288,7,A,"That's very kind of you, Helen. I hope you don't mind my leaving you like this. I need a holiday. It won't be long.",happy,"[4, 6]","['You can have my US Dollars', ""You needn't buy one. You can have mine.""]",['inter-personal'],
tr_4288,8,B,"don't be silly, John. I'm going with you. It's necessary for me to have a holiday too.",happy,"[5, 7, 8]","[""That's very good of you , Helen"", ""That's very kind of you , Helen."", ""I'm going with you.""]","['no-context', 'inter-personal']",
tr_784,1,A,Linda? Is that you? I haven't seen you in ages!,surprise,"['b', 1]","['b', ""haven't seen you in age""]","['latent', 'no-context']",Person A is surprised to suddenly see person B after a long time
tr_784,2,B,Hi George! It's good to see you!,surprise,"['b', 1, 2]","['b', ""haven't seen you in age"", ""It's good to see you!""]","['latent', 'no-context', 'inter-personal']",Person B is surprised to suddenly see person A after a long time
tr_784,3,A,What have you been up to?,neutral,,,,
tr_784,4,B,I just opened up my own business not long ago.,neutral,,,,
tr_784,5,A,Good for you! What are you doing?,neutral,,,,
tr_784,6,B,I'm a professional party planner here in the city. I do catering and all that.,neutral,,,,
tr_784,7,A,I knew some day I would be able to profit from your love of fun!,happy,"[6, 7]","[""I'm a professional party planner here in the city. I do catering and all that."", 'I would be able to profit from your love of fun!']","['no-context', 'inter-personal']",
tr_784,8,B,"Well, I don't know about the profit part yet. But I am really having fun!",happy,"[8, 8]","['I am really having fun!', ""Well , I don't know about the profit part yet. But I am really having fun!""]",['no-context'],
tr_2550,1,A,"Trina, will you marry me?",happy,[1],['will you marry me?'],['no-context'],
tr_2550,2,B,"Yes! Yes! And yes! Jared, of course I'll marry you!",happy,"[1, 2, 2]","['will you marry me?', 'Yes! Yes! And yes!', ""of course I'll marry you!""]","['no-context', 'inter-personal']",
tr_2550,3,A,"Oh, Babe, I can't wait to spend the rest of my life with you! I can't wait for all the adventures we're going to have, for all the fights and the laughter. I can't wait to grow old and wrinkly with you.",happy,"[2, 2, 3]","['Yes! Yes! And yes!', ""of course I'll marry you!"", ""I can't wait to spend the rest of my life with you!""]","['no-context', 'inter-personal']",
tr_2550,4,B,"Oh, Jared! I can't wait for our wedding! I hope you don't mind, but I'Ve already chosen a date! Six months from now in the summer! Melissa saw you buying the ring last month so I'Ve had plenty of time to start planning!",happy,"[3, 4]","[""I can't wait to spend the rest of my life with you!"", ""I can't wait for our wedding!""]","['no-context', 'inter-personal']",
tr_2550,5,A,She what?,neutral,,,,
tr_2550,6,B,"Oh don't worry, sweetie, I didn't know when you were going to propose. It was still a nice surprise! As I was saying, I'Ve got it all planned out. There's almost nothing left to do! I wrote up our guest list and we will have roughly four hundred guests attending.",neutral,,,,
tr_2550,7,A,Four hundred?,neutral,,,,
tr_2550,8,B,"No need to sweat it. My parents agreed to pay for most of the wedding, which is going to be low-budget anyway. So roughly four hundred people, which means that the hall at Northwoods Heights will be our reception venue. I thought it would be nice if we had the wedding at your parents'church and my uncle of course would be officiating. We'll meet with him soon for some pre-wedding counseling. The music for the wedding ceremony was a no-brainer. My step-sister and her string quartet will take care of that. My cousin will be the official photographer. I thought it would also be nice if his daughter could sing a solo. Did you know that she's going to be a professional opera singer?",neutral,,,,
tr_2550,9,A,Ah...,neutral,,,,
